"fecha","autoridad_ambiental","nombre_de_la_estaci_n","tecnolog_a","latitud","longitud","c_digo_del_departamento","departamento","c_digo_del_municipio","nombre_del_municipio","tipo_de_estaci_n","tiempo_de_exposici_n","variable","unidades","concentraci_n","geocoded_column"
"19/10/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.7","(6.436, -75.333431)"
"21/10/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.4","(6.436, -75.333431)"
"23/10/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","33.1","(6.436, -75.333431)"
"25/10/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","32.5","(6.436, -75.333431)"
"27/10/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","26.8","(6.436, -75.333431)"
"31/10/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.2","(6.436, -75.333431)"
"02/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","26.4","(6.436, -75.333431)"
"04/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","13.6","(6.436, -75.333431)"
"06/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","13.3","(6.436, -75.333431)"
"08/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","15.8","(6.436, -75.333431)"
"10/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","13.2","(6.436, -75.333431)"
"12/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.2","(6.436, -75.333431)"
"18/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.8","(6.436, -75.333431)"
"20/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24","(6.436, -75.333431)"
"22/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","16.3","(6.436, -75.333431)"
"25/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","19.2","(6.436, -75.333431)"
"28/11/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.1","(6.436, -75.333431)"
"01/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.8","(6.436, -75.333431)"
"04/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.7","(6.436, -75.333431)"
"07/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.1","(6.436, -75.333431)"
"10/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.5","(6.436, -75.333431)"
"13/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","27.2","(6.436, -75.333431)"
"16/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.3","(6.436, -75.333431)"
"19/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","13.8","(6.436, -75.333431)"
"22/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.8","(6.436, -75.333431)"
"25/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29.3","(6.436, -75.333431)"
"28/12/2015 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.9","(6.436, -75.333431)"
"01/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25","(6.436, -75.333431)"
"03/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.9","(6.436, -75.333431)"
"06/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.1","(6.436, -75.333431)"
"09/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","26.1","(6.436, -75.333431)"
"12/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","33.8","(6.436, -75.333431)"
"15/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","32","(6.436, -75.333431)"
"18/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","37.2","(6.436, -75.333431)"
"21/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","40.6","(6.436, -75.333431)"
"24/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","27.1","(6.436, -75.333431)"
"27/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","40.3","(6.436, -75.333431)"
"30/01/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","42.7","(6.436, -75.333431)"
"02/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","45.7","(6.436, -75.333431)"
"05/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.3","(6.436, -75.333431)"
"08/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.1","(6.436, -75.333431)"
"11/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.9","(6.436, -75.333431)"
"14/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","35.3","(6.436, -75.333431)"
"17/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.4","(6.436, -75.333431)"
"20/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","42.9","(6.436, -75.333431)"
"23/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","32","(6.436, -75.333431)"
"26/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","61.6","(6.436, -75.333431)"
"29/02/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","47.8","(6.436, -75.333431)"
"03/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","47.8","(6.436, -75.333431)"
"06/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","63.6","(6.436, -75.333431)"
"09/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","50.2","(6.436, -75.333431)"
"12/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","94.8","(6.436, -75.333431)"
"15/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","90.8","(6.436, -75.333431)"
"18/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","101.1","(6.436, -75.333431)"
"21/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","40.6","(6.436, -75.333431)"
"24/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.8","(6.436, -75.333431)"
"27/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","71.2","(6.436, -75.333431)"
"30/03/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","65.6","(6.436, -75.333431)"
"02/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","47.1","(6.436, -75.333431)"
"05/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39","(6.436, -75.333431)"
"08/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29","(6.436, -75.333431)"
"11/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29.3","(6.436, -75.333431)"
"14/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.5","(6.436, -75.333431)"
"17/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","26.5","(6.436, -75.333431)"
"20/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","19.1","(6.436, -75.333431)"
"23/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22","(6.436, -75.333431)"
"26/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28","(6.436, -75.333431)"
"29/04/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.4","(6.436, -75.333431)"
"02/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30","(6.436, -75.333431)"
"05/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25","(6.436, -75.333431)"
"08/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","13.4","(6.436, -75.333431)"
"11/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.4","(6.436, -75.333431)"
"14/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.2","(6.436, -75.333431)"
"17/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.1","(6.436, -75.333431)"
"20/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.6","(6.436, -75.333431)"
"23/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.7","(6.436, -75.333431)"
"25/05/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.7","(6.436, -75.333431)"
"06/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.4","(6.436, -75.333431)"
"09/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","14.8","(6.436, -75.333431)"
"12/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.3","(6.436, -75.333431)"
"15/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.3","(6.436, -75.333431)"
"21/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","16.8","(6.436, -75.333431)"
"24/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.4","(6.436, -75.333431)"
"27/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","11.8","(6.436, -75.333431)"
"30/10/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.4","(6.436, -75.333431)"
"02/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.5","(6.436, -75.333431)"
"05/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29","(6.436, -75.333431)"
"08/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","32","(6.436, -75.333431)"
"11/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","36.8","(6.436, -75.333431)"
"14/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.7","(6.436, -75.333431)"
"17/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","7.9","(6.436, -75.333431)"
"20/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.1","(6.436, -75.333431)"
"23/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.8","(6.436, -75.333431)"
"26/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","33.4","(6.436, -75.333431)"
"29/11/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.1","(6.436, -75.333431)"
"02/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","19.9","(6.436, -75.333431)"
"05/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34.4","(6.436, -75.333431)"
"08/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.6","(6.436, -75.333431)"
"11/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.9","(6.436, -75.333431)"
"17/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.8","(6.436, -75.333431)"
"20/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.1","(6.436, -75.333431)"
"22/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.9","(6.436, -75.333431)"
"26/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.9","(6.436, -75.333431)"
"29/12/2016 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.5","(6.436, -75.333431)"
"01/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29.2","(6.436, -75.333431)"
"04/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.8","(6.436, -75.333431)"
"07/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","19.8","(6.436, -75.333431)"
"10/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","19.4","(6.436, -75.333431)"
"13/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.3","(6.436, -75.333431)"
"16/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","16.9","(6.436, -75.333431)"
"19/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.7","(6.436, -75.333431)"
"22/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.3","(6.436, -75.333431)"
"25/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24","(6.436, -75.333431)"
"28/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.2","(6.436, -75.333431)"
"31/01/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.3","(6.436, -75.333431)"
"03/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.2","(6.436, -75.333431)"
"06/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","44.4","(6.436, -75.333431)"
"09/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","35.8","(6.436, -75.333431)"
"12/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.1","(6.436, -75.333431)"
"15/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","31.2","(6.436, -75.333431)"
"18/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.7","(6.436, -75.333431)"
"21/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","27.7","(6.436, -75.333431)"
"24/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29.5","(6.436, -75.333431)"
"27/02/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.2","(6.436, -75.333431)"
"02/03/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34.6","(6.436, -75.333431)"
"05/03/2017 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34","(6.436, -75.333431)"
