"fecha","autoridad_ambiental","nombre_de_la_estaci_n","tecnolog_a","latitud","longitud","c_digo_del_departamento","departamento","c_digo_del_municipio","nombre_del_municipio","tipo_de_estaci_n","tiempo_de_exposici_n","variable","unidades","concentraci_n","geocoded_column"
"30/07/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","35.5","(6.436, -75.333431)"
"02/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.9","(6.436, -75.333431)"
"05/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","31.55","(6.436, -75.333431)"
"08/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.57","(6.436, -75.333431)"
"11/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.38","(6.436, -75.333431)"
"14/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29.27","(6.436, -75.333431)"
"17/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.11","(6.436, -75.333431)"
"20/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.5","(6.436, -75.333431)"
"23/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.3","(6.436, -75.333431)"
"26/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.89","(6.436, -75.333431)"
"29/08/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","19.43","(6.436, -75.333431)"
"01/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","54.31","(6.436, -75.333431)"
"04/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","35.74","(6.436, -75.333431)"
"07/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","31","(6.436, -75.333431)"
"10/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","45.59","(6.436, -75.333431)"
"13/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","43.58","(6.436, -75.333431)"
"16/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.02","(6.436, -75.333431)"
"19/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.62","(6.436, -75.333431)"
"22/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","37.93","(6.436, -75.333431)"
"25/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","43.56","(6.436, -75.333431)"
"28/09/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","35.46","(6.436, -75.333431)"
"01/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.48","(6.436, -75.333431)"
"04/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.09","(6.436, -75.333431)"
"07/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.26","(6.436, -75.333431)"
"10/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.7","(6.436, -75.333431)"
"13/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21.23","(6.436, -75.333431)"
"16/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","14.05","(6.436, -75.333431)"
"19/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.98","(6.436, -75.333431)"
"22/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","52.62","(6.436, -75.333431)"
"25/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.92","(6.436, -75.333431)"
"28/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.5","(6.436, -75.333431)"
"31/10/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23","(6.436, -75.333431)"
"03/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","10.13","(6.436, -75.333431)"
"06/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","15.08","(6.436, -75.333431)"
"09/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.5","(6.436, -75.333431)"
"12/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","15.32","(6.436, -75.333431)"
"15/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.74","(6.436, -75.333431)"
"18/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","27.74","(6.436, -75.333431)"
"21/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.94","(6.436, -75.333431)"
"27/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.31","(6.436, -75.333431)"
"30/11/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.82","(6.436, -75.333431)"
"03/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","25.53","(6.436, -75.333431)"
"06/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.65","(6.436, -75.333431)"
"09/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.33","(6.436, -75.333431)"
"12/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.96","(6.436, -75.333431)"
"15/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","14.63","(6.436, -75.333431)"
"18/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.96","(6.436, -75.333431)"
"21/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","26.9","(6.436, -75.333431)"
"24/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.02","(6.436, -75.333431)"
"27/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34.53","(6.436, -75.333431)"
"30/12/2013 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.29","(6.436, -75.333431)"
"01/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.47","(6.436, -75.333431)"
"04/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34.95","(6.436, -75.333431)"
"07/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.34","(6.436, -75.333431)"
"10/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.51","(6.436, -75.333431)"
"13/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34.82","(6.436, -75.333431)"
"16/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.37","(6.436, -75.333431)"
"19/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.4","(6.436, -75.333431)"
"22/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.53","(6.436, -75.333431)"
"25/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","12.57","(6.436, -75.333431)"
"28/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","38.44","(6.436, -75.333431)"
"31/01/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.91","(6.436, -75.333431)"
"03/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","33.9","(6.436, -75.333431)"
"06/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","33.6","(6.436, -75.333431)"
"09/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34","(6.436, -75.333431)"
"12/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.3","(6.436, -75.333431)"
"15/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","36.8","(6.436, -75.333431)"
"18/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","62.3","(6.436, -75.333431)"
"21/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","41.6","(6.436, -75.333431)"
"24/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","46.8","(6.436, -75.333431)"
"27/02/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.2","(6.436, -75.333431)"
"02/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","27.64","(6.436, -75.333431)"
"05/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","45.39","(6.436, -75.333431)"
"08/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","40.39","(6.436, -75.333431)"
"11/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","41.94","(6.436, -75.333431)"
"14/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","66.98","(6.436, -75.333431)"
"17/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","58.6","(6.436, -75.333431)"
"20/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","60.79","(6.436, -75.333431)"
"23/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","45.67","(6.436, -75.333431)"
"26/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","37.28","(6.436, -75.333431)"
"29/03/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","55.03","(6.436, -75.333431)"
"01/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","61.3","(6.436, -75.333431)"
"04/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","34.6","(6.436, -75.333431)"
"07/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","20.7","(6.436, -75.333431)"
"10/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","33.1","(6.436, -75.333431)"
"13/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","36.1","(6.436, -75.333431)"
"16/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","43.1","(6.436, -75.333431)"
"19/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","16.1","(6.436, -75.333431)"
"22/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.6","(6.436, -75.333431)"
"25/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","57.7","(6.436, -75.333431)"
"28/04/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.4","(6.436, -75.333431)"
"04/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.6","(6.436, -75.333431)"
"07/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.2","(6.436, -75.333431)"
"10/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","15.4","(6.436, -75.333431)"
"13/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","24.1","(6.436, -75.333431)"
"16/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.7","(6.436, -75.333431)"
"19/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.7","(6.436, -75.333431)"
"22/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","30.1","(6.436, -75.333431)"
"25/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","27.4","(6.436, -75.333431)"
"28/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.3","(6.436, -75.333431)"
"31/05/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.6","(6.436, -75.333431)"
"03/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","28.2","(6.436, -75.333431)"
"06/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","26.8","(6.436, -75.333431)"
"12/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","36.4","(6.436, -75.333431)"
"15/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","18.4","(6.436, -75.333431)"
"18/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","47.2","(6.436, -75.333431)"
"21/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.9","(6.436, -75.333431)"
"24/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","27.7","(6.436, -75.333431)"
"27/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","92.8","(6.436, -75.333431)"
"30/06/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","23.4","(6.436, -75.333431)"
"06/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","9.4","(6.436, -75.333431)"
"09/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","39.4","(6.436, -75.333431)"
"12/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","41.7","(6.436, -75.333431)"
"15/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","44.1","(6.436, -75.333431)"
"18/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","79.4","(6.436, -75.333431)"
"21/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","58.2","(6.436, -75.333431)"
"27/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.8","(6.436, -75.333431)"
"30/07/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","38.7","(6.436, -75.333431)"
"14/08/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29.5","(6.436, -75.333431)"
"17/08/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","26.1","(6.436, -75.333431)"
"20/08/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","35.9","(6.436, -75.333431)"
"23/08/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","15","(6.436, -75.333431)"
"26/08/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","22.9","(6.436, -75.333431)"
"04/09/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","21","(6.436, -75.333431)"
"07/09/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","29","(6.436, -75.333431)"
"10/09/2014 12:00:00 a. m.","AMVA","BAR-Hosp. S.V. Paul","Manual","6.436","-75.333431","5","ANTIOQUIA","5079","BARBOSA","Fija","24","PM10","µg/m3","17.9","(6.436, -75.333431)"
