Ticket,Nombre comun,Dia,Mes,Ano,,Evento,Ciudad,Vereda,Arboles,Hectareas
903,"Guayabo araza, Protium apiculata, Hacelfia floribunda, Posoqueria latifolia, Arizá",5,12,2021,,Urbanizacion Siempre Verde,Medell�n,Aguas Frias,10,0.02
1855,"Casco de Vaca, Guamo Machete, Guayabo Común, Carbonero, Nogal Cafetero",11,9,2021,,Obligación Contractual,Medell�n,Altavista Central,35,0.07
126,naranja,9,3,2020,,siembra de árboles,Medell�n,Altavista Central,4,0.008
576,Chirlobirlo,1,29,2020,,Sembraton tejiendo caminos,Medell�n,Boqueron,800,1.6
1590,"Quimulá, Fruta de pava, Alcaparro Enano, Cabo de Hacha, Niguito, Drago, Chirlobirlo",1,18,2022,,Reforestación predio estadero alto de boqueron,Medell�n,Boqueron,200,0.4
1152,"Quimulá, Chaquiro Real, Gallinazo, Niguito, Yolombo, Drago, Chagualo, Roble",9,19,2021,,Obligación Contractual,Medell�n,Boqueron,62,0.124
312,"carate rojo, Chiriguaco, Cordoncillo, Sietecueros, Chachafruto, Roble",10,2,2020,,SEMBRATON,Medell�n,Buga Patio Bonito,30,0.06
1299,"Guayacan Polvillo, Pino Colombiano Romeron",10,28,2021,,contrato 0854-2021 obligacion arbol x millon,Medell�n,El Cerro,20,0.04
1665,"Quimulá, Quiebra barrigo, Cedro altura, Saúco, Sauce, Cedro Negro, Chachafruto, Chirlobirlo, Aguacatillo, Roble",8,22,2021,,siembra Voluntaria,Medell�n,El Cerro,1715,3.43
985,"Florentino, Mollinedia, Alcaparro Enano, Navajuelo, Amarraboyo, Cedrillo, Carate Negro, Nadador, Escobo 1, Aliso, Chagualo, Aguacatillo",5,15,2021,,Siembra de árboles contrato ps No.190-CNT2103-64 de Revisoría Fiscal,Medell�n,El Cerro,120,0.24
1532,"Quimulá, Guayacan Amarillo, Magnolio, Sauco de Monte",12,18,2021,,Obligación Contractual,Medell�n,El Llano,13,0.026
1591,"Quimulá, Guayacan Amarillo",10,13,2021,,Obligación Contractual,Medell�n,El Llano,40,0.08
1287,Quimulá,10,28,2021,,Obligación Contractual,Medell�n,El Llano (Santa Elena),14,0.028
1280,"Amarraboyo, Arrayan Eugenio, Pino Colombiano Romeron, Roble",10,2,2021,,Obligación Contractual,Medell�n,El Llano (Santa Elena),46,0.092
1345,"Quimulá, Cedro, Guayacan Polvillo",11,24,2021,,190-AO109-10 siembra obligacion contrctual,Medell�n,El Llano (Santa Elena),19,0.038
1349,"Quimulá, Cedro, Guayacan Polvillo, Arrayan de Hoja Pequeña, Roble",10,24,2021,,obligación contrato 0473-2021,Medell�n,El Llano (Santa Elena),66,0.132
1667,"Guayacan Rosado, Quiebrabarrigo, Cochobo, Cedro, Cabo de Hacha, Arrayan copa roja, Guayabo rojo, Guamo, Guayabo, Nogal Cafetero",11,14,2021,,Obligación Contractual,Medell�n,El Picacho,21,0.042
194,Roble,10,4,2020,,CUMPLIMIENTO OBLIGACION CONTRATO 150-CNT2007-95,Medell�n,El Placer,1,0.002
2532,"Quimulá, Guayacan Amarillo, Arrayán, Chirlobirlo",4,23,2022,,SEMBRATON POR EL DIA MUNDIAL DE LA TIERRA,Medell�n,El Placer,1000,2
206,"Quimulá, Abutilon Rojo, Canelo de Paramo, Chaquiro Real, Navajuelo, Sauco de Monte, Cheflera Mano de Oso, Aliso, Chagualo, Roble",10,4,2020,,SEMBRATON BIO +,Medell�n,El Placer,10,0.02
214,"Quimulá, Cheflera Mano de Oso, Cedrillo, Navajuelo, Yolombo Pequeño, Olla de Mono, Aliso, Chagualo",10,4,2020,,CUMPLIMIENTO OBLIGACIÓN CONTRATO 150-CNT2007-95,Medell�n,El Placer,8,0.016
215,Nigüito,10,4,2020,,CUMPLIMIENTO OBLIGACION CONTRATO 150-CNT2007-95,Medell�n,El Placer,1,0.002
203,Aliso,10,4,2020,,SEMBRATON BIO +,Medell�n,El Placer,1,0.002
964,Alcaparro Enano,6,6,2021,,Sembraron La Aldea,Medell�n,El Plan,200,0.4
1283,"Chaquiro Real, Gallinazo, Aguacatillo",9,6,2021,,Siembra El Yolombo,Medell�n,El Yolombo,24,0.048
1063,"Quiebrabarrigo, Alcaparro Palo Bonito, Escobo 1",7,21,2021,,siembra,Medell�n,El Yolombo,30,0.06
1276,"Gallinazo, Chaquiro Real",8,16,2021,,siembra 2,Medell�n,El Yolombo,16,0.032
770,EUCALIPTO,2,18,2021,,Salvemos a san Sebastián de Palmitas,Medell�n,La Frisola,800,1.6
577,Gualanday,12,23,2020,,Sembraton Tejiendo Caminos -La Frisola,Medell�n,La Frisola,300,0.6
1830,"Quimulá, Guayacán Amarillo, Quiebrabarrigo, Camargo, Sauce, Guamo Machete, Níspero, Drago, Chirlobirlo, Roble",9,28,2021,,Obligación Contractual,Medell�n,La Palma,61,0.122
244,Guayacán Amarillo,11,8,2020,,Cada uno un árbol,Medell�n,La Playas,1,0.002
196,"Guayacán Amarillo, Cedro de Altura, Guayacán de Manizalez, Arboloco, Pino Colombiano Romeron, Sauco de Monte, Nadador, Alcaparro Enano, Barcino, Carate Negro, Casco de Vaca, Catape, Escobo 1, Guamo Liso, Guayabo Comun, Limón, Mango, Ojo de Pava, Sauce, Guasco, Drago, Aliso, Aguacatillo, Nogal Cafetero",10,9,2020,,Compensación Bavaria,Medell�n,La Verde,1000,2
35,"Coralito, Tambor",5,9,2020,,Más Bosques,Medell�n,Las Palmas,2,0.004
31,"Mango, Búcaro, Calaba",11,10,2019,,Más bosques,Medell�n,Las Palmas,3,0.006
32,"Guayacán Amarillo, Chirlobirlo",12,12,2019,,Más bosques,Medell�n,Las Palmas,2,0.004
34,"Chiminango, yarumo",5,3,2020,,Mas bosques,Medell�n,Las Palmas,2,0.004
36,"Chiminango, Cresta de gallo, Búcaro, confite, Limón mandarina, Gualanday, Chirlobirlo",6,7,2020,,Más bosques,Medell�n,Las Palmas,10,0.02
33,"lomo de caimán, Aguacate, Calaba",3,15,2020,,Más bosques,Medell�n,Las Palmas,3,0.006
2533,"Quimulá, Guayacan Amarillo, Arrayán, Chirlobirlo",3,10,2022,,SEMBRANDO VIDAS,Medell�n,Media Luna,1000,2
213,"Quimulá, Guayacán Amarillo, Caunce, Amarraboyo, Yolombo Pequeño, Olla de Mono, Cedrillo, Simplocus, Chagualon, Guamo Peludo, Sietecueros, Ojo de Pava",10,20,2020,,"Brindar el apoyo al programa Bio+, involucrándose en la siembra de mínimo 10 árboles-120-CNT2007-97",Medell�n,Media Luna,14,0.028
2263,Chirlobirlo,9,16,2021,,restauracion ecologica,Barbosa,Chorrera,15,0.03
510,"Quimulá, Guayacán Amarillo, Guayabo Liso, Drago, Aguacatillo",1,22,2021,,Obligación Convenio N° 040-COV2010-204,Medell�n,Media Luna,55,0.11
28,EUCALIPTO,6,5,2020,,CELEBRACIÓN DIA DEL MEDIO AMBIENTE,Medell�n,Pajarito,350,0.7
1231,"Quimulá, Tachuelo 2, Arboloco, Pategallina",10,12,2021,,Obligación Contractual,Medell�n,Piedras Blancas-Matasano,100,0.2
1681,"Eugenio, Amarraboyo Rosado, Navajuelo, Mortiño",2,19,2022,,190–CNT2201–59,Medell�n,Piedras Blancas-Matasano,276,0.552
378,"Quimulá, Cedro de Altura, Arrayyan, Canelo de Paramo, Cabo de Hacha, Cacho de Venado, Cedro Negro, Cheflera, Cordoncillo, Espadero Comun, Espadero Colorado, Laurel cordia, Mano de oso, Sauco de Monte, Croton, Escobo, Sauco, Drago, Aliso, Chagualo, Aguacatillo, Roble",8,15,2020,,Compensacion,Medell�n,Piedras Blancas-Matasano,150,0.3
597,"Arrayan Eugenio, Navajuelo, Chirlobirlo",1,4,2021,,Siembra Contrato 190-CNT2011-152,Medell�n,Piedras Blancas-Matasano,60,0.12
1190,"Quimulá, Arboloco, Hayuelo, Aliso",9,22,2021,,Obligación Contractual,Medell�n,Piedras Blancas-Matasano,500,1
1303,Guayacan Amarillo,8,5,2021,,SALVEMOS LA RURALIDAD,Medell�n,Potrera Miserenga,1000,2
591,"Guayacán Amarillo, Alcaparro Gigante, Alcaparro Enano, Cámbulo, Gualanday, Chirlobirlo",4,3,2020,,Campaña Adopta un arbol-Grupo Sueños Dorados (Tercera Edad),Medell�n,Potrera Miserenga,1700,3.4
653,"Guayacán Amarillo, Gualanday",7,27,2020,,Siembra-Corredor Verde Potrera Miserengo (proyecto ganador iniciativas Educativo Ambientales),Medell�n,Potrera Miserenga,30,0.06
237,bálsamo,11,7,2020,,Cada uno un árbol-Subdirección Administrativa y Financiera,Medell�n,Potrerito,1,0.002
702,"Quiebrabarrigo, Cedro de Altura, Arrayán, Guayacán de Manizalez, Alcaparro Criollo, Acacia Rosada, Arrayan de Hoja Ancha, Barcino, Caimito, Cascarilla Espinillo Blanco, Ceiba Verde Bonga, Chirimoya, Chocho, Encenillo, Abarco, Arrayan Eugenio, Cojon de Fraile, Guamo Liso, Guayacán Parasiempre, Laurel 1, Mamoncillo, Mestizo, Zanca de Mula, Nadador, carate rojo, Nispero, Algarrobillo, Caoba, Sauco de Monte, Surrumbo, totumo, Barbasco, Balso, Drago, Algarrobo, Algarrobo, Chagualo, Aguacatillo",3,29,2020,,SEMBRATON CERRO MEDELLIN,Medell�n,Potrerito,315,0.63
705,"grosello, MATARATON, NEEM, Quimulá, Guayacán Amarillo, Arrayán, Suribio, Alcaparro Criollo, Acacia Rosada, Barcino, Cacho de Venado, Cascarilla Espinillo Blanco, Chocho Rojo, Urapan, Guamo Liso, Jazmin de Noche, Laurel 1, Zanca de Mula, Ojo de Pava, Chocho, Balso, Algarrobo, Chagualo, Chirlobirlo, Aguacatillo, Nogal Cafetero",6,28,2020,,SEMBRATON CERRO MEDELLIN,Medell�n,Potrerito,715,1.43
236,"acacia amarilla, velero, pera de agua, bálsamo, Arizala, maíz tostado, bola de cañón, grosello, Guayacán Amarillo, Búcaro, Arrayan Eugenio, Gualanday",11,7,2020,,Cada uno un árbol-Subdirección de Sostenibilidad y Gestión Territorial,Medell�n,Potrerito,13,0.026
359,"Guayacán Amarillo, Arrayan Eugenio, Limón Tahiti, Mango Tommy, Naranja Tangelo, Mandarina Oneco, Aguacate",11,28,2020,,Siembra contratista,Medell�n,Potrerito,11,0.022
242,"Pero de agua, Chagualo",11,7,2020,,Cada uno un árbol,Medell�n,Potrerito,2,0.004
267,"Guayacan Rosado, Chagualo Amarillo",11,7,2020,,Cada uno un árbol,Medell�n,Potrerito,5,0.01
404,"Pimiento de Arbol, Drago, Roble",12,13,2020,,150-CNT2009-128,Medell�n,San José,20,0.04
241,"Nispero, Aguacatillo",11,7,2020,,Cada uno un árbol,Medell�n,San José de la Montaña,2,0.004
1153,"Quimulá, Chaquiro Real, Gallinazo, Nigúito, Palma de Cera Cafetera, Yolombo Blanco, Drago, Chagualo, Roble",9,19,2021,,Obligación Contractual,Medell�n,San José de la Montaña,75,0.15
1344,"Quimulá, Guayacan Amarillo, Arrayán, Roble",10,25,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,55,0.11
1333,"Quimulá, Guayacan Amarillo, Guayabo Liso, Acacia, Roble",10,28,2021,,SEMBRATON,Medell�n,Santa Elena Sector Central,270,0.54
1341,"olivo de cera, Alcaparro Enano, Chirlobirlo",11,14,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,12,0.024
1286,"Quimulá, Acacia, Nogal Cafetero",10,28,2021,,Siembra relacionada al contrato No. 110-CNT2101-5,Medell�n,Santa Elena Sector Central,32,0.064
1331,"Quimulá, Guayacán Amarillo, Acacia, Nogal Cafetero, Roble",10,13,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,1802,3.604
1675,"Quimulá, Acacia, Nogal Cafetero, Roble",10,28,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,20,0.04
1342,"olivo de cera, Alcaparro Enano, Chirlobirlo",11,14,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,22,0.044
1337,"olivo de cera, Alcaparro Enano, Chirlobirlo",11,14,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,32,0.064
1131,Roble,4,22,2021,,sembraton,Medell�n,Santa Elena Sector Central,3100,6.2
1757,"Quimulá, Guayacan Amarillo, Arrayan de Hoja Pequeña",3,10,2022,,Obligación Contractual,Medell�n,Santa Elena Sector Central,75,0.15
1332,"Quimulá, Arboloco, Guayabo Liso",10,28,2021,,SEMBRATON,Medell�n,Santa Elena Sector Central,2000,4
1666,"Quimulá, Acacia, Nogal Cafetero",10,28,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,15,0.03
239,"Guayabo Comun, Ceiba de Tierra Fria",11,7,2020,,SEMBRATON,Medell�n,Santa Elena Sector Central,2,0.004
1175,"Amarraboyo, Arrayan Eugenio, Pino Colombiano Romeron, Roble",10,2,2021,,Obligación Contractual,Medell�n,Santa Elena Sector Central,46,0.092
686,"Cedro, nogal, guayacán",10,12,2020,,Sembraton,Medell�n,Sector Central,500,1
328,Carbonero,10,31,2020,,Siembra de árboles- Comuna Castilla Med,Medell�n,Sector Central,2,0.004
2264,Aguacatillo,9,17,2021,,restauracion ecologica,Barbosa,Chorrera,20,0.04
330,"BALA DE CAÑON, acacia amarilla",10,31,2020,,Siembra de Árboles Comuna Castilla Med,Medell�n,Sector Central,3,0.006
329,Frutegallina,10,31,2020,,Siembra de árboles Comuna Castilla Med,Medell�n,Sector Central,3,0.006
238,"Suribio, Naranjo, Limón, Guayaba Freijoa",11,7,2020,,Cada uno un árbol,Medell�n,Sector Central,8,0.016
331,"JAGUA (GENIPA AMERICANA), ARIZA (BROWNEA ARIZA), PECHUGA DE GALLINA (HASSELTIA FLORIBUNDA), INCHI (CARYODENDRON ORINOCENSE), BALA DE CAÑON",11,7,2020,,Siembra de Árboles Comuna Castilla Med,Medell�n,Sector Central,10,0.02
246,"Guayacán Amarillo, Guayacan Rosado, Tulipan",11,8,2020,,Sembraton Corantioquia,Medell�n,Travesias,4,0.008
590,"Acacia Roja, Cámbulo, Alcaparro Enano, Alcaparro Gigante",8,19,2020,,Sembraton,Medell�n,Volcana Guayabal,850,1.7
578,"pomos, Guayacán Amarillo, Guayacan Rosado, Alcaparro Gigante, Acacia Roja, Alcaparro Enano, Cámbulo, Chirlobirlo, Nogal Cafetero",8,19,2019,,Campaña bosques Propios Rurales - Tejiendo Caminos,Medell�n,Volcana Guayabal,4665,9.33
706,"ARDISIA, CACAO, CASEARIA VARABLANCA, CHICALA, FRANCESINO, grosello, MATARATON, NEEM, Guayacán Amarillo, Arrayán, Suribio, Alcaparro Enano, Barcino, Chocho, Jazmin de Noche, Laurel 1, Mestizo, Ojo de Pava, Chocho Rojo, Guamo Liso, Arrayan de Hoja Ancha, Balso, Algarrobo, Chagualo, Chirlobirlo, Aguacatillo, Nogal Cafetero, Roble",10,12,2020,,SEMBRATON CERRO MEDELLIN,Medell�n,Expansion Urbana,720,1.44
1773,"Cedro, Chocho Alcaparro, Guamo Machete, Hobo, Nadador, olivo de cera, Pavo Tabaquillo, Tabaquillo, Aliso, Chachafruto",9,15,2021,,Obligación Contractual,Medell�n,Expansion Urbana,15,0.03
229,Mango,11,7,2020,,Cada uno un árbol,Medell�n,Expansion Urbana,1,0.002
223,"Guayacán Amarillo, Tulipan africano",11,7,2020,,Cada uno un árbol,Medell�n,Jalisco,2,0.004
1195,"Yarumo Negro, Carbonero",9,26,2021,,Obligación Contractual,Amagá,Camilo C,20,0.04
1211,"Cedro Rojo, Cámbulo, Yarumo Blanco, Chicalas",10,10,2021,,Obligación Contractual,Amagá,Camilo C,90,0.18
2267,Roble,11,11,2021,,SEMBRATON APOYO,Amagá,Malabrigo,3000,6
172,Guayabo Comun,10,1,2020,,sembraton la gurria,Amalfi,Cabecera Municipal,300,0.6
1858,"Cedro, Suribio, Casco de Vaca, Vara Santa, Dinde, Payandé, Móncoro, Ceiba rosada, Samán",11,10,2021,,Obligación Contractual,Amalfi,El Taparo,30,0.06
683,"Guayacán de Manizalez, Acacia Rosada",2,23,2021,,Convenio 040-cov2009-116 JAC LA MARIA,Amalfi,La Maria,65,0.13
694,"Cedro de Altura, Guayacán de Manizalez, Acacia Rosada, Pestaña de Mula, Almendro, Samán",12,22,2020,,CONVENIO 040-COV2010-155  SANEAMIENTO HIDRICO,Amalfi,La Vibora,190,0.38
1140,"Quiebrabarrigo, Suribio, Matarratón, Chocho, Guadua, Samán",9,10,2021,,Siembra relacionada al contrato No. 110-CNT2011-148,Amalfi,La Vibora,74,0.148
1234,"Quiebrabarrigo, Matarratón, Guadua",9,17,2021,,Obligación contractual contrato 110-CNT2011-153,Amalfi,La Vibora,52,0.104
1162,"Quiebrabarrigo, Suribio, Matarratón, Chocho, Guadua, Samán",9,27,2021,,Obligación contractual 110-CNT2011-148,Amalfi,La Vibora,73,0.146
1137,"Quiebrabarrigo, Matarratón, Guadua",9,10,2021,,Obligación contractual,Amalfi,La Vibora,53,0.106
1138,"Quiebrabarrigo, Matarratón, Guadua",9,10,2021,,Obligación contractual,Amalfi,La Vibora,52,0.104
1870,"Guayacán Amarillo, Quiebrabarrigo, Cedro, Cedro, piñon de oreja, Mataratón, Acacia, Guamo Machete, Guayacán Amarillo, Búcaro, Caoba, Guayabo Argelino, Falsa acacia, Eugenio, Pimiento de Arbol, Balso, Samán",11,18,2021,,Obligación Contractual,Amalfi,La Vibora,2766,5.532
1235,"Quiebrabarrigo, Matarratón, Guadua",9,27,2021,,Obligación contractual contrato N°110-CNT2011-153,Amalfi,La Vibora,53,0.106
1139,"Quiebrabarrigo, Suribio, Matarratón, Chocho, Guadua, Samán",9,10,2021,,Siembra relacionada al contrato No. 110-CNT2011-148,Amalfi,La Vibora,73,0.146
1161,"Quiebrabarrigo, Suribio, Matarratón, Chocho, Guadua, Samán",9,17,2021,,Obligación contractual 110-CNT2011-148,Amalfi,La Vibora,72,0.144
693,"Guayacán de Manizalez, Acacia Rosada, Guacimo, Tambor",12,14,2020,,CONVENIO 040-COV2010-184  CORREGIMIENTO PORTACHUELO,Amalfi,Portachuelo,70,0.14
1710,"Tambor, Almendro",3,3,2022,,"Enajenar a título gratuito al Municipio de Amalfi, recurso maderable objeto de decomiso definitivo y posterior disposición final  040-COV2106-25",Amalfi,Tintacita,200,0.4
883,Arbol del pan,4,29,2021,,adopta un arbol por la vida,Andes,Cabecera Municipal,1,0.002
383,"Cedro rosado, Guayacan Amarillo, Guamo, Balso, Carbonero, Nogal Cafetero",12,11,2020,,Sembratón,Andes,Cabecera Municipal,56,0.112
382,"Guayacán Amarillo, Cedro Amarillo, Gualanday",12,4,2020,,040-COV2010-175/MUNICIPIO DE ANDES Y JAC ALIANZA CÍVICA TAPARTÓ,Andes,Cabecera Municipal,40,0.08
431,"Guayacán Amarillo, Cedro de Altura, Gualanday, Nogal Cafetero",12,11,2020,,040-COV2010-175/MUNICIPIO DE ANDES Y JAC ALIANZA CÍVICA CAMPESINA TAPARTÓ,Andes,Cabecera Municipal,40,0.08
889,velero,4,29,2021,,adopta un árbol por la vida,Andes,Cabecera Municipal,2,0.004
1515,"Suribio, Guamo Liso, Carbonero, Aguacatillo",12,6,2021,,Siembra Ecoparque,Andes,Alto Cañaveral,146,0.292
971,"clitoria, Zapote",4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,Barcino,6,0.012
914,velero,4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,El Barcinto,3,0.006
969,clitoria,4,29,2021,,adopta un arbol por la vida,Andes,El Líbano,3,0.006
968,"Zapote, Algarrobo",4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,La Ermita,2,0.004
1290,"Guayacan Amarillo, Suribio, Chumbimbo, Algarrobo",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Andes,La Piedra,1000,2
1711,"Piñón de Oreja, Nispero, Madroño, Mestizo, Tautano Trompillo, Guamo Churimo, Guayabo Comun, Tulipan",2,15,2022,,Obligación Contractual,Andes,La Pradera,46,0.092
647,"Bauhinia picta, Tulipán Africano, Guayacán Amarillo",2,13,2021,,Siembra Cumplimiento Cláusula Quinta Numeral 12 Contrato No.190-CNT2101-21,Andes,La Pradera,40,0.08
645,"Bauhinia picta, Tulipán Africano, Guayacán Amarillo",2,13,2021,,Siembra Cumplimiento Cláusula Quinta Numeral 08 Contrato No.190-CNT2101-18,Andes,La Pradera,63,0.126
1670,"Guayacan Amarillo, Leucaena, Guamo santafereño, Gualanday, Nogal Cafetero",12,6,2021,,Obligación Contractual,Andes,La Rochela,423,0.846
967,"Zapote, clitoria, Algarrobo, Samán",4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,La Solita,6,0.012
605,"Guamo, Guayacan Amarillo, Cedro de Altura, totumo, Leucaena, Samán, Aguacatillo",9,25,2020,,sembraton,Andes,Las Colonias,1900,3.8
602,"Pino Colombiano Romeron, Balso",6,5,2020,,sembraton,Andes,Las Colonias,100,0.2
1085,Guayacán Amarillo,4,24,2021,,sembraton,Andes,Las Colonias,50,0.1
599,"Balso, Nogal Cafetero",5,16,2020,,sembraton,Andes,Las Colonias,2000,4
603,Nogal Cafetero,7,28,2020,,sembraton,Andes,Las Colonias,1000,2
911,Quiebrabarrigo,4,29,2021,,adopta un árbol por la vida,Andes,Palestina,6,0.012
2269,Quimulá,2,15,2021,,SEMBRATON APOYO,Andes,San Agustín,1080,2.16
2268,Sauco de Monte,2,7,2021,,SEMBRATON APOYO,Andes,San Agustín,1000,2
558,Guamo Liso,12,4,2020,,sembraton navideño,Andes,San Agustín,50,0.1
2274,"Quiebrabarrigo, Aguacatillo",10,15,2021,,SEMBRATON APOYO,Andes,San Agustín,8000,16
572,Cedro Rojo,12,4,2020,,Sembraton Navideña,Andes,San Agustín,50,0.1
557,EUCALIPTO,12,4,2020,,sembraton navideña,Andes,San Agustín,50,0.1
555,Cedro Rojo,12,4,2020,,Sembratón navideña,Andes,San Agustín,50,0.1
2273,"Cedro de Altura, Cedro Negro",10,7,2021,,SEMBRATON APOYO,Andes,San Agustín,19000,38
2272,Chirlobirlo,6,9,2021,,SEMBRATON APOYO,Andes,San Agustín,500,1
2271,Sauce,5,21,2021,,SEMBRATON APOYO,Andes,San Agustín,1520,3.04
2270,Chachafruto,4,30,2021,,SEMBRATON APOYO,Andes,San Agustín,200,0.4
884,Algarrobo,4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,San Antonio,2,0.004
972,"Zapote, clitoria",4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,San Antonio,6,0.012
974,clitoria,4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,San Bartolo,6,0.012
890,SAMANES,4,29,2021,,ADOPTA UN ARBOL POR LA VIDA,Andes,San Bartolo,2,0.004
313,"Balso Blanco, carate rojo, Cordoncillo, Aguacatillo",10,4,2020,,SEMBRATON,Andes,San Perucho,10,0.02
970,Zapote,4,29,2021,,Adopta un Árbol por la Vida,Andes,San Perucho,4,0.008
314,"Guayacán Amarillo, Puntalanza, Pino Colombiano Romeron, Roble",10,5,2020,,SEMBRATON,Andes,San Perucho,20,0.04
600,Nogal Cafetero,5,29,2020,,SEMBRATON,Andes,Santa Elena,2000,4
604,Nogal Cafetero,6,29,2020,,sembraton,Andes,Santa Elena,1600,3.2
598,Nogal Cafetero,2,4,2020,,sembraton,Andes,Expansion Urbana,600,1.2
384,Aliso,10,1,2020,,sembraton,Angel�polis,El Nudillo,100,0.2
1778,"Quiebrabarrigo, Duraznillo, liberal, Alcaparro Enano, Cordoncillo, yarumo, laurel, Navajuelo, grosello, Guamo Machete, Balso, Roble",9,18,2021,,Obligación Contractual,Angel�polis,El Nudillo,34,0.068
1738,"EUCALIPTO, laurel, Aguacatillo",3,9,2022,,sembraton,Angel�polis,La Clara,225,0.45
310,"carate rojo, Pino Colombiano Romeron, Cordoncillo, Chachafruto, Aguacatillo, Roble",10,1,2020,,SEMBRATON,Angel�polis,La Clara,30,0.06
1779,"Guayabo Común, Guayacán de manizales, Escobo, Duraznillo, laurel, Chachafruto, Aguacatillo",9,18,2021,,Obligación Contractual,Angel�polis,La Clara,36,0.072
1765,"Arrayán de hoja pequeña, Ceiba rosada, laurel Nativo, Níspero Japón, Espadero, Pino Romeron, Aliso",8,29,2021,,Obligación Contractual,Angel�polis,Santa Barbara,31,0.062
1865,"Cedro, Cámbulo, Caoba, Carbonero, Nogal Cafetero",11,12,2021,,Obligación Contractual,Angostura,Cabecera Municipal,50,0.1
417,Carbonero,12,21,2020,,Siembra Granja Buena Vista II,Angostura,Batea Seca,14,0.028
1514,Carbonero,12,18,2021,,Obligación Contractual,Angostura,Chocho Rio,14,0.028
355,"Acacia Rosada, Carbonero, Nogal Cafetero",12,2,2020,,Siembraton Cedal II,Angostura,El Olivo,210,0.42
397,"Acacia Roja, Carbonero, Nogal Cafetero",12,2,2020,,Sembraton Cedral II,Angostura,El Olivo,210,0.42
1239,"Guayacan Amarillo, Arrayan de Hoja Ancha, Cedro Negro",10,12,2021,,"Gran Sembratón Cada uno, un árbol",Angostura,El Olivo,1500,3
2275,Roble,10,15,2021,,SEMBRATON APOYO,Angostura,La Culebra,1500,3
2276,Quimulá,11,26,2021,,SEMBRATON APOYO,Angostura,La Culebra,31679,63.358
2277,Sauce,10,20,2021,,SEMBRATON APOYO,Angostura,La Culebra,1000,2
219,"Guayabo Comun, Guadua",10,15,2020,,Jornada Educativa de Reforestación,Angostura,La Milagrosa,400,0.8
1716,Quiebrabarrigo,2,10,2022,,Jornada Ecológico Convite forestación,Angostura,La Quinta,250,0.5
817,"Guayacan Rosado, Quiebrabarrigo, velero, Carbonero",12,2,2020,,Obligación Contractual,Angostura,Maldonado,150,0.3
1308,"Cedro de Altura, Piñón de Oreja, Matarratón",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Angostura,Maldonado,1500,3
2558,"Quiebrabarrigo, Cedro, Guayacan Amarillo, Matarratón, Cambulo, Caoba, Arboloco, Bucaro, Acacia, Carbonero, Gualanday, Samán, Chirlobirlo, Nogal Cafetero",4,22,2022,,Siembra en placa huella Granja Escuela Buena Vista,Angostura,Mata Blanco,460,0.92
1092,Guayacán Amarillo,8,8,2021,,Obligación Contractual,Angostura,Pajarito Arriba,17,0.034
476,Aguacatillo,8,27,2020,,Sembraton,Angostura,Tenche Viejo,3,0.006
125,"Guadua, Guayabo Comun, Acacia Rosada, Gualanday",8,28,2020,,Sembraton en la vereda Tenche viejo,Angostura,Tenche Viejo,1100,2.2
485,Nogal Cafetero,8,27,2020,,Sembraton,Angostura,Tenche Viejo,3,0.006
285,Aguacatillo,8,28,2020,,Sembraton municipio de Angostura,Angostura,Tenche Viejo,3,0.006
480,Nogal Cafetero,9,22,2020,,Jornada de sembraton programa Bio+,Anor�,Cabecera Municipal,4,0.008
366,"Guayacan Rosado, Guayacán de Manizalez",12,7,2020,,Siembra convenio 040-COV2010-159 de 2020,Anor�,Cabecera Municipal,83,0.166
1062,"Moringa Forestal, Doncel, Guayacán Amarillo, Quiebrabarrigo, Arrayán, Matarratón, Jagua, Mamoncillo, Tachuelo 2, Almendro, velero, Ceiba Bonga, Pero de agua, Clavellino, Arrayan Eugenio, Acacia Roja, Alcaparro Criollo, azuceno, Ébano, Guamo Liso, grosello, Vara blanca, Carbonero, Chachafruto, Samán",7,21,2021,,Actividad sembraton en el municipio de Anor�,Anor�,Cabecera Municipal,1000,2
482,Palma Macana,11,6,2020,,Jornada de sembraton cada uno un árbol,Anor�,Cabecera Municipal,2,0.004
