Ticket,Nombre comun,Dia,Mes,Ano,,Evento,Ciudad,Vereda,Arboles,Hectareas
1860,"Cedro, Caoba, Carbonero, Nogal Cafetero",11,10,2021,,Obligación Contractual,Heliconia,Cabecera Municipal,50,0.1
1057,Guayacán de Manizalez,7,24,2021,,Obligación Contractual,Heliconia,Llano de San Jose,60,0.12
1109,Guayacán Amarillo,8,30,2021,,Sembratón GDA,Heliconia,Monteadentro,1,0.002
880,"Laurel Nectandra, Quimulá, Arrayán, Guayacán de Manizalez, Dividivi, Barcino, Alcaparro, Friega Platos, Hayuelo, Chicalá, Pestaña de Mula, Guayabo Comun, Chocho Rojo",3,20,2021,,SIEMBRA 1650 ÁRBOLES FINCA EL VERGEL (VEREDA SEVILLA),Hispania,Hermosa,1650,3.3
1293,"Cedro Rojo, Jagua, velero, Samán",11,3,2021,,Obligación Contractual,Hispania,Cabecera Municipal,22,0.044
1713,"Cedro Rojo, Guayacan Amarillo, Samán, Nogal Cafetero, Roble",2,17,2022,,Obligación Contractual,Hispania,El Silencio,1044,2.088
361,"Cedro rosado, Guayacan Amarillo, Balso, Carbonero, Guamo Liso, Nogal Cafetero",12,7,2020,,Sembratón Hispania,Hispania,La Palmira,57,0.114
2316,Chirlobirlo,10,13,2021,,SEMBRATON APOYO,Hispania,La Seca,3000,6
2564,"Guayacan Rosado, Guayacan Amarillo, Cedro, Guama, Ceiba Tolua, Carbonero, Nogal Cafetero",3,28,2022,,Obligación Contractual,Hispania,Potrerillo,220,0.44
2563,"Guayacan Rosado, Cedro, Guayacan Amarillo, Guama, Ceiba Amarilla, Carbonero, Nogal Cafetero",3,28,2022,,Obligación Contractual,Hispania,Potrerillo,454,0.908
2565,"Guayacan Rosado, Cedro, Guayacan Amarillo, Guama, Ceiba Tolua, Carbonero, Nogal Cafetero",3,28,2022,,Obligación Contractual,Hispania,Potrerillo,793,1.586
1245,"Guayacan Amarillo, Suribio, casco de buey, Chumbimbo, velero, Chocho, Aguacatillo, Nogal Cafetero",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Hispania,Zarzagueta,3000,6
519,Cedro Amarillo,12,17,2020,,sembraton porvenir,Itagüí,El Porvenir,45,0.09
2366,Niguito,5,28,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,200,0.4
2370,Chachafruto,9,23,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,3000,6
2371,Sauce,10,7,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,3020,6.04
2358,Guayacán de Manizalez,3,13,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,1200,2.4
2362,Amarraboyo,6,8,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,875,1.75
2367,Arrayán,7,23,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,600,1.2
2372,Chirlobirlo,10,20,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,1100,2.2
2365,Chagualo,5,12,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,400,0.8
2364,Candelo,9,14,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,1000,2
2369,Niguito,8,21,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,250,0.5
2363,Arrayán,6,22,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,700,1.4
2361,Algarrobillo,6,2,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,500,1
2360,Nadador,3,27,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,1100,2.2
2359,Sietecueros,3,18,2021,,SEMBRATON APOYO,Itagüí,Loma de Los Zuleta,1055,2.11
2567,"Quimulá, Quiebrabarrigo, Cedro, Nispero, Pino Colombiano Romeron, Eucalipto arcoíris, Urapan, Laurel 3, Drago, Chachafruto, Chagualo, Aguacatillo",4,21,2022,,Sembratón Convenio Restauración Ituango,Ituango,Candelaria Alta,12100,24.2
409,"Guibán, Guamo, Chachafruto",11,26,2020,,CONVENIO INTERADMINISTRATIVO N°040-COV2011-220,Ituango,Chapinero Turco,10,0.02
593,"Quimulá, Morera, Sauco de Monte, Camargo, Arboloco, Laurel Nectandra, Mermelada, Holly, Navajuelo, Aliso, Chagualo, Chirlobirlo",3,14,2020,,Sembrar Nos Une 2020,Ituango,Chapinero Turco,1000,2
596,"Guayacán Amarillo, Roble",10,15,2020,,Sembrar Nos Une 2020,Ituango,Chapinero Turco,900,1.8
595,"Carate Negro, totumo",9,11,2020,,Sembrar Nos Une 2020,Ituango,Chapinero Turco,800,1.6
494,Alcaparro Gigante,12,20,2020,,convenio 2010-177,Ituango,Chapinero Turco,500,1
1316,"Cedro, Guayacan Amarillo, Piñón de Oreja, Guayacan Trebol, Camargo, Varasanta, Samán",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Ituango,Chapinero Turco,3000,6
493,Aguacatillo,12,1,2020,,sembraton,Ituango,Chapinero Turco,2,0.004
592,"Guayabo Comun, Arrayan de Hoja Pequeña, olivo de cera, Urapan, Aliso, Aguacatillo",3,13,2020,,Sembrar nos Une 2020,Ituango,Chapinero Turco,2000,4
1789,guivan,1,25,2022,,convite restauración ecológica,Ituango,Chontaduro,250,0.5
830,"Guayacán rosado, velero, Carbonero, Gualanday, Aliso, Nogal Cafetero",12,11,2020,,Obligación Contractual,Ituango,Georgia,150,0.3
594,"Guabán, Necedero, Chachafruto",8,21,2020,,Sembrar Nos Une 2020,Ituango,Los Galgos,1500,3
860,"Guayacán Amarillo, Quiebrabarrigo, totumo, Guamo Churimo",4,27,2021,,Sembratón Compensación Convenios 040-COV2011-218 y 040-COV2011-219,Ituango,Los Galgos,115,0.23
2191,Cedro altura,10,20,2021,,SEMBRATON APOYO,Ituango,Santa Lucia,70000,140
2190,Cedro Negro,5,7,2021,,SEMBRATON APOYO,Ituango,Santa Lucia,10000,20
324,"Chocho Rojo, Pino Colombiano Romeron, Chagualo",3,17,2020,,SEMBRATON,Jardín,Cabecera Municipal,300,0.6
805,Palma de Cera del Quindìo,3,8,2021,,siembra de palma de cera,Jardín,Cabecera Municipal,3,0.006
295,Roble,4,10,2020,,DONACIÓN DE ARBOLES,Jardín,Caramanta,27,0.054
1592,Pata de vaca,10,19,2021,,Jornada de siembra de árboles nativos por los caminos ancestrales de cristiania,Jardín,Cristiania,299,0.598
1595,jaboncillo,10,16,2021,,Siembra de especies nativas por los caminos ancestrales del Karmata Rúa,Jardín,Cristiania,33,0.066
1585,Pata de vaca,10,16,2021,,Siembra de arboles nativos en Karmata Rua,Jardín,Cristiania,596,1.192
1012,"Guayacan Amarillo, Espadero, Pino Colombiano Romeron, Ceiba Bonga, Gualanday",5,10,2021,,sembraton cristiania,Jardín,Cristiania,5,0.01
1013,Guayacán Amarillo,5,10,2021,,sembraton cristinia,Jardín,Cristiania,500,1
1593,papayuelo,10,16,2021,,Siembra de arboles nativos por los caminos ancestrales del resguardo indígena Karmata Rúa,Jardín,Cristiania,63,0.126
819,"Guayacan Rosado, Quiebrabarrigo, Arrayán, Hayuelo, velero, Drago, Carbonero, Gualanday, Aliso, Chirlobirlo, Nogal Cafetero",12,5,2020,,Obligación Contractual,Jardín,Cristiania,250,0.5
309,"Cheflera Mano de Oso, Aguacatillo",8,12,2020,,SEMBRATON,Jardín,Cristiania,500,1
1582,Pata de vaca,12,15,2021,,Siembra de Arboles Nativos Por los Caminos Ancestrales por los caminos Ancestrales,Jardín,Cristiania,40,0.08
1408,"Guayacan Polvillo, Pata de vaca, Cedro, Guamo Machete, Guamo Churimo, papayuelo",10,16,2021,,Cuidando nuestra madre tierra de manera mancomunada sembrando vida en el resguardo indigena,Jardín,Cristiania,1600,3.2
1596,Guama,10,16,2021,,Siembra de árboles nativos de por los caminos ancestrales del resguardo Indígena Karmata Rúa,Jardín,Cristiania,82,0.164
1594,Guayacan Polvillo,10,16,2021,,Siembra de arboles nativos por los caminos ancestrales del resguardo Karmata Rúa,Jardín,Cristiania,119,0.238
1407,Guayacan Polvillo,10,15,2021,,Sembraton Mancomunado para la Vida y proteteccion del Resguardo,Jardín,Cristiania,1250,2.5
809,Palma de Cera del Quindìo,3,21,2021,,siembra de palma de cera,Jardín,El Tapado,6,0.012
797,Palma de Cera del Quindìo,3,3,2021,,siembra palma de cera,Jardín,El Tapado,4,0.008
671,Nispero,1,29,2021,,Siemba en predio,Jardín,El Tapado,1,0.002
1251,"Guayacan Amarillo, Suribio, casco de buey, velero, Aguacatillo, Nogal Cafetero",10,12,2021,,SEMBRATON 12 DE OCTUBRE,Jardín,Gibraltar,2500,5
673,"Cedro de Altura, Espadero, Chumbimbo, Gualanday, Chachafruto, Chagualo",2,8,2021,,Siembra en dos predios uno en la vereda La Arboleda y otro en la vereda Gibraltar,Jardín,Gibraltar,50,0.1
801,Palma de Cera del Quindìo,3,4,2021,,siembra de palma de cera,Jardín,La Arboleda,3,0.006
672,"Cedro de Altura, Espadero, Chumbimbo, Gualanday, Chachafruto, Chagualo",2,8,2021,,Siembra en predio en dos predios uno en a vereda La Arboleda y otro en la vereda Gibraltar,Jardín,La Arboleda,50,0.1
323,"Guayacán Amarillo, Guayacan Rosado, Cedro Negro, Nogal Cafetero",9,9,2020,,SEMBRATON,Jardín,La Casiana,500,1
263,Aguacatillo,11,7,2020,,Cada uno un árbol,Jardín,La Casiana,1,0.002
296,Barcino,11,7,2020,,SIEMBRA UN ÁRBOL Y ADOPTALO,Jardín,La Casiana,60,0.12
264,Guayacán Amarillo,11,7,2020,,Cada uno un árbol,Jardín,La Casiana,1,0.002
262,"Guayacán Amarillo, Guayacan Rosado, Barcino, Manzano de Monte, Chocho",11,7,2020,,Cada uno un árbol,Jardín,La Casiana,40,0.08
298,Roble,11,12,2020,,donación de arboles,Jardín,La Casiana,50,0.1
1305,Magnolio Gallinazo Blanco,11,12,2021,,siembra magnolios,Jardín,La Herrera,50,0.1
1209,"Ceiba rosada, Eucalipto arcoíris, Gualanday",3,27,2021,,CONVENIO 040-COV2008-75 PIRAGUA - AIRE,Jardín,La Herrera,3,0.006
299,Roble,9,14,2020,,DONACIÓN DE ARBOLES,Jardín,La Herrera,60,0.12
796,Palma de Cera del Quindìo,3,2,2021,,siembra palma de cera,Jardín,La Herrera,12,0.024
301,Roble,7,10,2020,,DONACIÓN DE ARBOLES,Jardín,La Herrera,100,0.2
669,"Chumbimbo, Chagualo, Roble",1,16,2021,,Siembra en Predio,Jardín,La Herrera,33,0.066
315,Cheflera Mano de Oso,5,12,2020,,DONACIÓN DE ARNOLES,Jardín,La Herrera,100,0.2
306,Roble,7,15,2020,,DONACIÓN DE ARBOLES,Jardín,La Herrera,50,0.1
293,Roble,11,10,2020,,DONACIÓN DE ARBOLES,Jardín,La Herrera,24,0.048
367,"Cedro rosado, Guayacan Amarillo, Balso, Guamo, Carbonero, Nogal Cafetero",12,7,2020,,Sembratón Jardín,Jardín,La Herrera,56,0.112
311,"Arrayán, Balso",4,6,2020,,SEMBRATON,Jardín,La Linda,500,1
798,Palma de Cera del Quindìo,4,3,2021,,siembra de palma de cera,Jardín,La Linda,72,0.144
654,"Piñón de Oreja, Chumbimbo, Comino Crespo, Palma de Cera Cafetera, Caña Fistula, Acacia Rosada, Caracolí, Balso, Algarrobo, Roble",12,16,2020,,"Siembra en Veredas La Mesenia, Serranias y Macanas",Jardín,La Mesenia,3500,7
912,Roble,12,18,2020,,sembraton dicembrina,Jardín,La Mesenia,3500,7
806,Palma de Cera del Quindìo,3,8,2021,,siembra de palma de cera,Jardín,La Salada,10,0.02
294,Cedro de Altura,10,2,2020,,SEMBRATON,Jardín,La Salada,500,1
322,"Guayacán Amarillo, Balso Blanco, Chirlobirlo, Aguacatillo, Roble",3,4,2020,,SEMBRATON,Jardín,La Salada,1000,2
601,"Guayacan de monte, Guamo, Roble, Guayacan Amarillo, Aguacatillo",10,2,2020,,SEMBRATON,Jardín,La Salada,500,1
804,Palma de Cera del Quindìo,3,6,2021,,siembra de palma de cera,Jardín,La Salada,20,0.04
1543,"Nispero, Chagualo",11,13,2021,,Obligación Contractual,Jardín,La Selva,24,0.048
677,Espadero,2,18,2021,,Siembra con los niños en el canopy,Jardín,La Selva,76,0.152
303,Roble,6,2,2020,,DONACIÓN DE ARBOLES,Jardín,La Selva,120,0.24
318,"Chagualo, Aguacatillo",8,17,2020,,DONACIÓN DE ARBOLES,Jardín,La Selva,200,0.4
1542,"Nispero, Chagualo",11,13,2021,,Obligación Contractual,Jardín,La Selva,21,0.042
1080,"Acacia Rosada, Urapan, Guamo Churimo, Roble",11,12,2020,,Siembra relacionada al convenio 040-COV2010-205,Jardín,Macanas,2759,5.518
929,"Guamo Liso, Acacia Roja, Urapan, Roble",1,10,2020,,Convenio 040-COV2010- 205,Jardín,Macanas,40,0.08
300,Roble,10,7,2020,,DONACIÓN DE ARBOLES,Jardín,Macanas,100,0.2
413,"Cedro de Altura, Pino Colombiano Romeron, Sietecueros, Drago, Chagualo",8,31,2019,,sembraton,Jardín,Macanas,1200,2.4
1760,"Guayacán Amarillo, Vainillo",1,28,2022,,sembraton,Jardín,Macanas,100,0.2
1578,"calatola costaricensis, Quimulá, Cedro Negro, Chirimoya, Barcino, Uvito de monte, Cheflera Mano de Oso, Chagualo",1,14,2022,,Especies amenazadas,Jardín,Macanas,56,0.112
1758,Roble,1,28,2022,,sembraton,Jardín,Macanas,18,0.036
820,"Guayacan Rosado, Quiebrabarrigo, Arrayán, Drago, Chirlobirlo, Nogal Cafetero",12,5,2020,,Obligación Contractual,Jardín,Morro Amarillo,150,0.3
808,Palma de Cera del Quindìo,3,9,2021,,siembra de palma de cera,Jardín,Morro Amarillo,3,0.006
800,Palma de Cera del Quindìo,3,4,2021,,siembra de palma de cera,Jardín,Morro Amarillo,6,0.012
642,"Arrayán, Drago, Carbonero, Gualanday, Chirlobirlo, Nogal Cafetero",12,12,2020,,Siembra en predio,Jardín,Morro Amarillo,250,0.5
811,Palma de Cera del Quindìo,3,5,2021,,siembra de palma de cera,Jardín,Quebrada Bonita,74,0.148
639,"Caña Fistula, Chachafruto",12,10,2020,,Siembra en predio,Jardín,Quebrada Bonita,40,0.08
321,"Cedro de Altura, Barcino, Drago, Roble",10,23,2020,,SEMBRATON,Jardín,Quebrada Bonita,2000,4
275,Palma de Cera del Quindìo,9,11,2020,,DÍA NACIONAL DE LA BIODIVERSIDAD,Jardín,Quebrada Bonita,50,0.1
655,"Caña Fistula, Acacia Rosada, Caracolí, Balso, Roble",12,9,2020,,Siembra en Predio,Jardín,Quebrada Bonita,200,0.4
660,"Chumbimbo, Roble",1,14,2021,,Siembra en Predio,Jardín,Quebrada Bonita,17,0.034
1709,"Cedro Rojo, Guayacan Amarillo, Samán, Nogal Cafetero, Roble",2,14,2022,,Obligación Contractual,Jardín,Quebrada Bonita,1044,2.088
342,Guayacán Amarillo,11,30,2020,,Siembra de árboles,Jericó,Palo Santo,7,0.014
640,"Guayacan Rosado, Arrayán, Abarco, Diomate de Tierra Fría, velero, Chocho, Caracolí, Guamo Peludo, Yolombo Pequeño",12,14,2020,,Sembratón en compañia del Ejercito Nacional,Jardín,Rio Claro,3370,6.74
305,Roble,6,20,2020,,DONACIÓN DE ARBOLES,Jardín,San Bartolo,60,0.12
670,Espadero,1,23,2021,,Siembra en predio,Jardín,San Bartolo,8,0.016
304,Roble,6,9,2020,,DONACIÓN DE ARBOLES,Jardín,San Bartolo,10,0.02
802,Palma de Cera del Quindìo,3,4,2021,,siembra de palma de cera,Jardín,Santa Gertrudis,5,0.01
2195,Saúco,7,7,2021,,SEMBRATON APOYO,Jardín,Serranias,2200,4.4
307,Pino Colombiano Romeron,9,15,2020,,DONACIÓN DE ARBOLES,Jardín,Serranias,500,1
656,"Guayabo Comun, Caña Fistula, Chocho, Lluvia de Oro, Balso",12,9,2020,,Siembra en Predio,Jardín,Serranias,150,0.3
659,Chachafruto,11,20,2020,,Siembra en Predio,Jardín,Serranias,50,0.1
668,"Chumbimbo, Chagualo, Roble",1,19,2021,,Siembra en predio,Jardín,Serranias,40,0.08
799,Palma de Cera del Quindìo,3,3,2021,,siembra de palma de cera,Jardín,Serranias,3,0.006
930,"Cedro de Altura, Carbonero, Chirlobirlo, Roble",1,11,2021,,Siembra convenio 040-COV2010- 206,Jardín,Serranias,34,0.068
1061,Quiebrabarrigo,5,18,2021,,siembra finca monte ser,Jardín,Serranias,200,0.4
1088,"Cedro Amarillo, Carbonero, Chirlobirlo, Roble",11,12,2020,,Siembra relacionada al convenio 040-COV2010-206,Jardín,Serranias,1868,3.736
1071,Chagualo,6,18,2021,,Obligación Contractual,Jardín,Serranias,200,0.4
2317,Chirlobirlo,9,30,2021,,SEMBRATON APOYO,Jardín,Serranias,22000,44
1761,"Guayacán Amarillo, Vainillo",1,28,2022,,sembraton,Jardín,Serranias,100,0.2
2318,Cedro Negro,10,13,2021,,SEMBRATON APOYO,Jardín,Serranias,2500,5
2192,Quiebra barrigo,1,18,2021,,SEMBRATON APOYO,Jardín,Serranias,3000,6
2193,Aguacatillo,5,28,2021,,SEMBRATON APOYO,Jardín,Serranias,1000,2
2194,"Cedro altura, Roble",6,17,2021,,SEMBRATON APOYO,Jardín,Serranias,10500,21
2196,Quimulá,7,28,2021,,SEMBRATON APOYO,Jardín,Serranias,2500,5
2197,Chachafruto,7,29,2021,,SEMBRATON APOYO,Jardín,Serranias,2450,4.9
2198,Sauce,8,5,2021,,SEMBRATON APOYO,Jardín,Serranias,3000,6
320,"Pino Colombiano Romeron, Huesito",4,27,2020,,DONACIÓN DE ARBOLES,Jardín,Verdun,100,0.2
658,"Nispero, Aguacatillo, Roble",11,30,2020,,Siembra en Predio,Jardín,Verdun,40,0.08
1878,Barcino,12,1,2021,,Obligación Contractual,Jardín,Verdun,40,0.08
302,Roble,5,17,2020,,DONACIÓN DE ARBOLES,Jardín,Verdun,50,0.1
1877,"Barcino, Pisquin",2,11,2021,,Obligación Contractual,Jardín,Verdun,35,0.07
810,Palma de Cera del Quindìo,3,31,2021,,siembra de palma,Jardín,Verdun,20,0.04
807,Palma de Cera del Quindìo,3,8,2021,,siembra de palma de cera,Jardín,Verdun,10,0.02
1353,"Suribio, BALA DE CAÑON, Guayabo Comun, cadmio, Carbonero, Gualanday, Aguacatillo",11,13,2021,,Obligación Contractual,Jardín,Expansion Urbana,147,0.294
1516,"Suribio, BALA DE CAÑON, Guamo Liso, Carbonero, Gualanday",12,17,2021,,Obligación Contractual,Jardín,Expansion Urbana,149,0.298
1484,acacia amarilla,6,23,2021,,Siembra concesión pacífico 2,Jericó,Cauca,250,0.5
509,"Guayacán Amarillo, Guayacán de Manizalez, Tamarindo, Mamoncillo, Guayabo Comun, Roble",1,9,2021,,Sembratón vereda Cauca,Jericó,Cauca,100,0.2
1487,saman,5,5,2021,,Siembra concesión pacífico 2,Jericó,Cauca,231,0.462
45,"Guayacán Amarillo, Guayacan Rosado, Cedro Rojo, Piñón de Oreja, Cedrillo Blanco, Acacia Roja, Diomato, Caña Fistula, Caracolí, Ceiba Bonga, Higuerón, Guanabano, Indio Desnudo, Madroño, Mamoncillo, Mango, Nispero, Sapote, Suribio, Algarrobo, Samán",6,11,2020,,SIEMBRA DE BARRERAS VIVAS EN EL PREDIO BARILOCHE,Jericó,Cauca,1958,3.916
1486,Cedro Amarillo,4,16,2021,,Siembra concesión pacífico 2,Jericó,Cauca,300,0.6
1483,Ceiba Bonga,3,12,2021,,Siembra concesión pacífico 2,Jericó,Cauca,250,0.5
1485,Cedro Amarillo,5,30,2021,,Siembra concesión pacífico 2,Jericó,Cauca,150,0.3
2320,Aguacatillo,10,20,2021,,SEMBRATON APOYO,Jericó,Cestillala,250,0.5
2319,Quiebra barrigo,9,16,2021,,SEMBRATON APOYO,Jericó,Cestillala,2000,4
2321,Roble,10,29,2021,,SEMBRATON APOYO,Jericó,Cestillala,10000,20
1769,"Guayacán Amarillo, Cedro, Arrayán, Encenillo, Pino Romeron, Florentino, Mollinedia, Drago, Chagualo, Chirlobirlo, Aguacatillo",9,11,2021,,Obligación Contractual,Jericó,La Aguada,1470,2.94
1772,"Quimulá, Chaparro, Chocho Alcaparro, Nadador, olivo de cera, Aliso, Chachafruto",9,15,2021,,Obligación Contractual,Jericó,La Pradera,30,0.06
1327,"Guayacan Amarillo, Encenillo, Nogal Cafetero, Roble",10,26,2021,,"Gran Sembratón Cada uno, un árbol",Jericó,La Pradera,400,0.8
951,EUCALIPTO,5,29,2021,,Obligación Contractual,Jericó,Palo Santo,5,0.01
942,EUCALIPTO,5,29,2021,,SIEMBRA DE ÁRBOLES OBLIGACION CONTRACTUAL,Jericó,Palo Santo,1,0.002
948,Guayacán Amarillo,5,22,2021,,Obligación Contractual,Jericó,Palo Santo,60,0.12
949,Guayacán Amarillo,5,23,2021,,Obligación Contractual,Jericó,Palo Santo,9,0.018
952,Brevas,5,30,2021,,Obligación Contractual,Jericó,Palo Santo,2,0.004
341,Carbonero,10,8,2020,,Siembra de árboles,Jericó,Palo Santo,4,0.008
941,Guayacán Amarillo,5,30,2021,,SIEMBRA DE ÁRBOLES OBLIGACIÓN CONTRACTUAL,Jericó,Palo Santo,60,0.12
954,Jazmin de Noche,5,31,2021,,Obligación Contractual,Jericó,Palo Santo,1,0.002
955,Sietecuero,5,29,2021,,Obligación Contractual,Jericó,Palo Santo,9,0.018
953,san juaquin,5,31,2021,,Obligación Contractual,Jericó,Palo Santo,1,0.002
945,Sietecueros,5,31,2021,,Obligación Contractual,Jericó,Palo Santo,10,0.02
943,Sietecueros,5,30,2021,,SIEMBRA DE ÁRBOLES OBLIGACIÓN CONTRACTUAL,Jericó,Palo Santo,7,0.014
946,Guayacán Amarillo,5,31,2021,,Obligación Contractual,Jericó,Palo Santo,60,0.12
1770,"Quimulá, Cedro, Chaparro, Chocho Alcaparro, Nadador, olivo de cera, Tabaquillo, Pino Romeron, Aliso, Chachafruto",9,14,2021,,Obligación Contractual,Jericó,Palocabildo,100,0.2
44,"Guayacán Amarillo, Cedro Rojo, Cedro de Altura, Comino Crespo, Chaquiro, Barcino, Guamo Machete, Guamo Liso, Laurel 1, Chagualo, Roble",6,30,2020,,SEMBRATON EN EL PREDIO LAS NUBES,Jericó,Quebradona,5387,10.774
1078,"Barcino, Pino Colombiano Romeron, Yarumo Blanco, Cheflera Mano de Oso, Comino Crespo, Aguacatillo",6,12,2021,,Sembraton en el marco de la conmemoración del día del medio ambiente,Jericó,Rio Frío,24,0.048
1118,"Barcino, Comino Crespo, Pino Colombiano Romeron, Yarumo Negro, Cariseco, Laurel Comino, Chocho, Churimo, Zapote de monte, Chachafruto, Aguacatillo, Roble",6,5,2021,,Pacto por la Conservación y Preservación del RíoFrío,Jericó,Rio Frío,50,0.1
944,Piñón de Oreja,5,25,2021,,Siembra con Corantioquia Jericó finca La Guzmana,Jericó,San Ramon,100,0.2
281,"Guayacán Amarillo, Sietecueros, Cedro Negro, Palma Payanesa, Nogal Cafetero",11,7,2020,,cada uno un arbol,Jericó,Expansion Urbana,200,0.4
950,siete cueros,5,29,2021,,Obligación Contractual,Jericó,Rio Frio,9,0.018
893,Guayacan Rosado,4,28,2021,,Obligación Contractual,La Estrella,Cabecera Municipal,1,0.002
216,"Casco de Vaca, Guayacan Rosado, Caracolí, Yarumo Blanco, Nispero, Balso, Aguacatillo",10,24,2020,,SEMBRATÓN COMFAMA LA ESTRELLA,La Estrella,El Guayabo,40,0.08
1869,"Galathea, Jazmin noche, Poma rosa, Sietecueros, Azahar de la India, Árbol de Júpiter",10,10,2021,,Obligación Contractual,La Estrella,La Bermejala,9,0.018
1768,"Mataratón, falso pimiento, Guamo Machete, Níspero, Casco de Vaca, Jagua, Hobo, Guayacán de manizales, Balso",9,3,2021,,Obligación Contractual,La Estrella,La Tablaza,35,0.07
2323,Sauce,2,19,2021,,SEMBRATON APOYO,La Estrella,Pueblo Viejo,250,0.5
2322,Quimulá,7,1,2021,,SEMBRATON APOYO,La Estrella,Pueblo Viejo,1525,3.05
2324,Chirlobirlo,10,28,2021,,SEMBRATON APOYO,La Estrella,Pueblo Viejo,1000,2
498,"guaduas, Amarraboyo, Cheflera, Yarumo Blanco, Guayabo Comun, Balso, Aguacatillo",12,20,2020,,SIEMBRA POR MILLON EJECUTADO  CONVENIO 040-COV2010-165,La Estrella,San Isidro,285,0.57
1868,"Cedro, Caoba, Cámbulo, Nogal Cafetero",11,14,2021,,Obligación Contractual,La Estrella,Expansion Urbana,30,0.06
2560,"Guayacan Amarillo, Ceiba Tronadora, Cedros",4,23,2022,,Sembraton en celebración del día del árbol y la tierra,La Pintada,Cabecera Municipal,50,0.1
1726,"Cedro Rojo, Guayacan Amarillo, Piñón de Oreja, Carbonero, Nogal Cafetero",2,26,2022,,Obligación Contractual,La Pintada,Cabecera Municipal,44,0.088
1563,"Guayacán Amarillo, Cedro, Arrayán Manizaleño, Mataratón, Jagua, Parasiempre, Chiminango, Aceite Maria, Guamo Machete, Ébano",8,26,2021,,Obligación Contractual,La Pintada,Cabecera Municipal,60,0.12
1489,"Cedro Amarillo, ceiba",10,1,2021,,Siembra concesión pacífico 2,La Pintada,La Pintada,1000,2
1478,"ceiba, acacia amarilla",6,15,2021,,Siembra concesión pacífico 2,La Pintada,La Pintada,265,0.53
1683,Guayacan Amarillo,2,26,2022,,"cada uno, un árbol  ¡Tarea de Todos!",La Pintada,La Pintada,44,0.088
1414,"Cedro, Cedro Amarillo",6,1,2021,,Siembra concesión Pasífico 2,La Pintada,La Pintada,1026,2.052
405,Chirlobirlo,12,16,2020,,uno por millon,Liborina,Cabecera Municipal,10,0.02
1024,"Ceiba Bonga, Ceiba Verde Bonga",4,28,2021,,Sembratón,Liborina,Cabecera Municipal,102,0.204
1588,"Guayacan Amarillo, Chachafruto, Nogal Cafetero",11,17,2021,,Convite ciudadano  por el agua,Liborina,Cabecera Municipal,200,0.4
1584,"Guayacan Amarillo, Indio Desnudo, Diomato, Guayabo Comun, Ceiba Verde Bonga, Ceiba Tolua, Ceiba Bonga, Cambulo, Algarrobo",12,21,2021,,Sembratón Hospital Adulto Mayor,Liborina,Cabecera Municipal,45,0.09
81,"Cedro Amarillo, Diomato, Indio Desnudo, Guayacan Trebol, Búcaro, Algarrobo, Chirlobirlo",6,5,2020,,CONMEMORACION DIA DEL MEDIO AMBIENTE,Liborina,Cabecera Municipal,1500,3
401,Almendro,12,15,2020,,reforestación mesa ambiental,Liborina,Cabecera Municipal,8,0.016
1123,"Diomate, ceiba, Ceiba Verde Bonga, Chirlobirlo, Nogal Cafetero",4,28,2021,,Sembratón,Liborina,Danzante,102,0.204
1587,"Diomato, Guayabo Comun, Chirlobirlo, Nogal Cafetero",7,28,2021,,Sembraton Media Tecnica San Diego,Liborina,Estancias,550,1.1
1674,"Alcaparro Enano, Chumbimbo, Aguacatillo",2,5,2022,,Obligación Contractual,Liborina,La Palma,157,0.314
395,Aguacate,12,13,2020,,siembra guardabosques,Liborina,La Peñola,10,0.02
189,"Guayabo Comun, Almendro, Comino Crespo, Búcaro, Chirlobirlo, Nogal Cafetero",10,9,2020,,Conmemoracion dia mundial del arbol,Liborina,Malvaza,285,0.57
406,Almendro,12,16,2020,,reforestación uno por millón,Liborina,Malvaza,8,0.016
1706,"Guayacan Amarillo, Guayacán de Manizalez, camelias, yopo, Guacimo, Chirlobirlo",2,25,2022,,sembraton,Liborina,Peregrino,150,0.3
963,"Guamo Churimo, Pomarosa",6,1,2021,,Obligación Contractual,Liborina,San Dieguito,47,0.094
463,Guacamayo,11,7,2020,,Cada uno un arbol,Liborina,San Dieguito,3,0.006
464,"Quebracho, Resbalamono",11,7,2020,,Cada uno un arbol,Liborina,San Dieguito,6,0.012
